FECHA;DEMANDA_GBA;TEMP_AVG;TIPO_DIA
2023-05-08;133323;15.96;H
2023-05-09;140103;15;H
2023-05-10;141772;15.21;H
2023-05-11;147976;12.77;H
2023-05-12;148716;14.28;H
2023-05-13;127262;17.3;SA
2023-05-14;113341;19.82;D
2023-05-15;127979;19.08;H
2023-05-16;130638;20.05;H
2023-05-17;129607;19.93;H
2023-05-18;129372;18.16;H
2023-05-19;141158;15.05;H
2023-05-20;136802;13.74;SA
2023-05-21;131528;16.2;D
2023-05-22;137818;18.66;H
2023-05-23;135777;19.54;H
2023-05-24;133127;20.85;H
2023-05-25;120917;19.64;F
2023-05-26;117606;18.4;F
2023-05-27;132687;12.77;SA
2023-05-28;145034;9.44;D
2023-05-29;170277;10.71;H
2023-05-30;170080;13.08;H
2023-05-31;157022;14.64;H
2023-06-01;143178;17.83;H
2023-06-02;134690;20.56;H
2023-06-03;119674;19.12;SA
2023-06-04;117993;16.1;D
2023-06-05;155960;12.21;H
2023-06-06;155835;16.44;H
2023-06-07;141663;18.25;H
2023-06-08;136201;21.46;H
2023-06-09;136314;18.4;H
2023-06-10;154915;10.39;SA
2023-06-11;164005;7.72;D
2023-06-12;193885;7.44;H
2023-06-13;197018;7.85;H
2023-06-14;195957;8.74;H
2023-06-15;192248;10.32;H
2023-06-16;185656;11.67;H
2023-06-17;170958;9.4;F
2023-06-18;167299;7.67;D
2023-06-19;169325;11.46;F
2023-06-20;171522;11.44;F
2023-06-21;180270;13;H
2023-06-22;184020;11.86;H
2023-06-23;185967;11.38;H
2023-06-24;165334;13.52;SA
2023-06-25;145169;14.17;D
2023-06-26;155572;15.91;H
2023-06-27;168232;13.58;H
2023-06-28;176714;12.12;H
2023-06-29;183520;10.68;H
2023-06-30;178903;12.16;H
2023-07-01;155938;13.57;SA
2023-07-02;140765;15.48;D
2023-07-03;147602;17;H
2023-07-04;141054;20.11;H
2023-07-05;140074;17.27;H
2023-07-06;150327;15;H
2023-07-07;165553;12.1;H
2023-07-08;161060;12.74;SA
2023-07-09;145633;14.65;F
2023-07-10;160909;13.47;H
2023-07-11;182419;11.4;H
2023-07-12;203355;9.8;H
2023-07-13;201176;8.84;H
2023-07-14;205734;7.2;H
2023-07-15;183351;10.73;SA
2023-07-16;174460;8.63;D
2023-07-17;203943;6.77;H
2023-07-18;208064;6.3;H
2023-07-19;208124;9.83;H
2023-07-20;186364;12.45;H
2023-07-21;153627;18.91;H
2023-07-22;119736;23.05;SA
2023-07-23;126423;13.36;D
2023-07-24;176037;10.87;H
2023-07-25;180315;12.21;H
2023-07-26;172209;13.05;H
2023-07-27;181179;9.95;H
2023-07-28;176677;11.01;H
2023-07-29;160363;13.36;SA
2023-07-30;139593;15.14;D
2023-07-31;147782;16.03;H
2023-08-01;136941;21.79;H
2023-08-02;130107;21.92;H
2023-08-03;155156;11.66;H
2023-08-04;158276;12.68;H
2023-08-05;148875;12.33;SA
2023-08-06;129445;16.79;D
2023-08-07;169031;10.3;H
2023-08-08;180458;11.13;H
2023-08-09;167291;13.7;H
2023-08-10;155038;15.9;H
2023-08-11;157347;13.91;H
2023-08-12;166563;9.26;SA
2023-08-13;157503;10.44;D
2023-08-14;157841;17.24;H
2023-08-15;138352;19.31;H
2023-08-16;132241;21.03;H
2023-08-17;146063;15.8;H
2023-08-18;154244;13.91;H
2023-08-19;163170;10.61;SA
2023-08-20;155261;9.85;D
2023-08-21;152747;12.46;F
2023-08-22;155146;14.83;H
2023-08-23;170674;12.56;H
2023-08-24;168784;12.98;H
2023-08-25;165966;12.21;H
2023-08-26;155737;10.52;SA
2023-08-27;149702;10.27;D
2023-08-28;172618;11.69;H
2023-08-29;163638;13.93;H
2023-08-30;151350;16.18;H
2023-08-31;149292;14.24;H
2023-09-01;142370;17.29;H
2023-09-02;135665;14.64;SA
2023-09-03;158676;10.12;D
2023-09-04;180606;10.72;H
2023-09-05;185037;9.49;H
2023-09-06;190143;10.85;H
2023-09-07;175555;14.33;H
2023-09-08;159138;13.74;H
2023-09-09;134102;15.6;SA
2023-09-10;117698;17.31;D
2023-09-11;136931;17.19;H
2023-09-12;147687;14.49;H
2023-09-13;146088;14.17;H
2023-09-14;146471;14.87;H
2023-09-15;135994;19.47;H
2023-09-16;115005;20.83;SA
2023-09-17;113498;16.87;D
2023-09-18;139342;13.93;H
2023-09-19;149347;13.61;H
2023-09-20;147048;15.88;H
2023-09-21;137964;17.9;H
2023-09-22;141828;14.39;H
2023-09-23;136058;14.47;SA
2023-09-24;126574;14.58;D
2023-09-25;142712;14.12;H
2023-09-26;154427;13.6;H
2023-09-27;145150;14.45;H
2023-09-28;135939;16.86;H
2023-09-29;131595;16.36;H
2023-09-30;125494;12.79;SA
2023-10-01;117751;14.21;D
2023-10-02;133412;15.26;H
2023-10-03;134678;16.66;H
2023-10-04;128689;15.47;H
2023-10-05;127222;18.16;H
2023-10-06;124985;20.22;H
2023-10-07;111586;17.68;SA
2023-10-08;104266;21.02;D
2023-10-09;123835;23.33;H
2023-10-10;129372;22.75;H
2023-10-11;129129;13.64;H
2023-10-12;136311;11.52;H
2023-10-13;119148;14.73;F
2023-10-14;110369;17.92;SA
2023-10-15;99714;18.88;D
2023-10-16;105740;21.8;F
2023-10-17;122376;15.33;H
2023-10-18;128837;14.85;H
2023-10-19;126943;17.41;H
2023-10-20;124208;19.66;H
2023-10-21;112674;21;SA
2023-10-22;106838;21.88;D
2023-10-23;123362;17.95;H
2023-10-24;126953;16.53;H
2023-10-25;125169;16.45;H
2023-10-26;124344;19;H
2023-10-27;125026;22.49;H
2023-10-28;119005;24;SA
2023-10-29;108826;21.61;D
2023-10-30;120579;16.45;H
2023-10-31;132787;13.82;H
2023-11-01;141712;13.48;H
2023-11-02;150669;14.36;H
2023-11-03;144994;14.35;H
2023-11-04;122709;16.75;SA
2023-11-05;105909;19.78;D
2023-11-06;124340;21.77;H
2023-11-07;138594;24.17;H
2023-11-08;133041;22.86;H
2023-11-09;128765;20.41;H
2023-11-10;126628;17.88;H
2023-11-11;118419;21.75;SA
2023-11-12;107652;20.93;D
2023-11-13;120904;17.5;H
2023-11-14;126421;19.54;H
2023-11-15;133582;22.18;H
2023-11-16;130144;21.01;H
2023-11-17;132978;21.75;H
2023-11-18;111958;19.35;SA
2023-11-19;105281;21.6;D
2023-11-20;120019;25.21;F
2023-11-21;135288;23.65;H
2023-11-22;131673;21.54;H
2023-11-23;140807;24.63;H
2023-11-24;133661;20.84;H
2023-11-25;123919;22.31;SA
2023-11-26;126133;24.56;D
2023-11-27;158137;26.1;H
2023-11-28;172588;26.11;H
2023-11-29;153412;23.9;H
2023-11-30;153878;24.75;H
2023-12-01;150801;23.73;H
2023-12-02;135116;23.94;SA
2023-12-03;106398;16.81;D
2023-12-04;120635;18.19;H
2023-12-05;125148;19.72;H
2023-12-06;130221;21.3;H
2023-12-07;127680;19.75;H
2023-12-08;115325;20.93;F
2023-12-09;112295;21.41;SA
2023-12-10;116173;23.67;D
2023-12-11;149454;25.18;H
2023-12-12;176193;27.9;H
2023-12-13;183574;27.03;H
2023-12-14;175692;25.24;H
2023-12-15;185567;27.29;H
2023-12-16;173141;27.32;SA
2023-12-17;108819;22.41;D
2023-12-18;114473;18.85;H
2023-12-19;114108;16.97;H
2023-12-20;122497;21.02;H
2023-12-21;137587;24.01;H
2023-12-22;141702;23.98;H
2023-12-23;146926;26.52;SA
2023-12-24;127172;24.24;D
2023-12-25;107396;22.57;F
2023-12-26;126635;21.24;H
2023-12-27;143607;24.98;H
2023-12-28;158863;26.56;H
2023-12-29;144415;23.82;H
2023-12-30;115514;20.98;SA
2023-12-31;115393;24.09;D
2024-01-01;117032;25.21;F
2024-01-02;146647;24.86;H
2024-01-03;152346;24.85;H
2024-01-04;154933;25.34;H
2024-01-05;164900;26.84;H
2024-01-06;152733;26.98;SA
2024-01-07;139750;24.42;D
2024-01-08;151945;25.47;H
2024-01-09;176498;27.92;H
2024-01-10;179095;27.06;H
2024-01-11;152294;23.65;H
2024-01-12;133432;21.94;H
2024-01-13;135432;25.71;SA
2024-01-14;139035;26.5;D
2024-01-15;159045;26.34;H
2024-01-16;143177;22.68;H
2024-01-17;147936;24.16;H
2024-01-18;160417;25.6;H
2024-01-19;156492;25.4;H
2024-01-20;128484;23.24;SA
2024-01-21;118956;23.47;D
2024-01-22;143975;24.49;H
2024-01-23;150568;24.6;H
2024-01-24;151323;25.23;H
2024-01-25;161984;25.95;H
2024-01-26;164237;26.19;H
2024-01-27;150042;25.75;SA
2024-01-28;142941;25.71;D
2024-01-29;175330;26.93;H
2024-01-30;193865;29.25;H
2024-01-31;207852;29.65;H
2024-02-01;219640;31.73;H
2024-02-02;216828;31.08;H
2024-02-03;191510;30.33;SA
2024-02-04;134867;22.89;D
2024-02-05;168013;25.87;H
2024-02-06;190711;28.6;H
2024-02-07;195648;29.97;H
2024-02-08;193393;28.46;H
2024-02-09;169949;26.2;H
2024-02-10;158253;27.44;SA
2024-02-11;162160;28.7;D
2024-02-12;137029;24.28;F
2024-02-13;102946;19.25;F
2024-02-14;122134;21.33;H
2024-02-15;134561;23.93;H
2024-02-16;144359;25.14;H
2024-02-17;141377;25.87;SA
2024-02-18;141879;25.92;D
2024-02-19;165430;25.56;H
2024-02-20;177433;26.31;H
2024-02-21;184374;27.39;H
2024-02-22;189107;27.36;H
2024-02-23;169934;25.55;H
2024-02-24;138703;23.47;SA
2024-02-25;119956;23.6;D
2024-02-26;138921;22.85;H
2024-02-27;155218;25.13;H
2024-02-28;173478;26.48;H
2024-02-29;173318;25.65;H
2024-03-01;156811;24.92;H
2024-03-02;148619;25.81;SA
2024-03-03;112244;21.75;D
2024-03-04;130035;21.12;H
2024-03-05;128861;20.28;H
2024-03-06;129533;21.53;H
2024-03-07;141931;24.37;H
2024-03-08;153547;25.53;H
2024-03-09;144679;26.64;SA
2024-03-10;127116;24.64;D
2024-03-11;138422;23.06;H
2024-03-12;125814;21.05;H
2024-03-13;131376;22.57;H
2024-03-14;133285;22.36;H
2024-03-15;138421;23.55;H
2024-03-16;132835;24.76;SA
2024-03-17;119174;23.73;D
2024-03-18;143716;24.31;H
2024-03-19;148359;24.11;H
2024-03-20;134912;22.33;H
2024-03-21;120334;18.38;H
2024-03-22;119448;17.44;H
2024-03-23;110432;21.36;SA
2024-03-24;112619;24.2;F
2024-03-25;132288;22.28;H
2024-03-26;131726;21.82;H
2024-03-27;135746;23.44;H
2024-03-28;134821;24.13;SA
2024-03-29;123725;24.27;F
2024-03-30;131990;26.12;SA
2024-03-31;104528;20.3;D
2024-04-01;99568;18.43;F
2024-04-02;101742;18.38;F
2024-04-03;118139;18.3;H
2024-04-04;121733;18.37;H
2024-04-05;123672;20.43;H
2024-04-06;110762;21.01;SA
2024-04-07;105546;21.33;D
2024-04-08;124995;21.35;H
2024-04-09;129641;22.04;H
2024-04-10;120590;16.41;H
2024-04-11;122659;15.45;H
2024-04-12;123199;17.65;H
2024-04-13;114040;18.33;SA
2024-04-14;107740;20.3;D
2024-04-15;125653;22.07;H
2024-04-16;126885;17.5;H
2024-04-17;125697;18.28;H
2024-04-18;123506;17.77;H
2024-04-19;122312;21.37;H
2024-04-20;111118;22.7;SA
2024-04-21;104304;20.78;D
2024-04-22;121728;18.81;H
2024-04-23;123077;19.14;H
2024-04-24;125857;15.62;H
2024-04-25;130270;16.53;H
2024-04-26;129564;18.24;H
2024-04-27;120876;14.29;SA
2024-04-28;117482;14.01;D
2024-04-29;132491;17.38;H
2024-04-30;128775;19.22;H
2024-05-01;116583;15.83;F
2024-05-02;138798;12.35;H
2024-05-03;146768;11.66;H
2024-05-04;130579;14.78;SA
2024-05-05;113261;19.01;D
2024-05-06;127001;19.09;H
2024-05-07;129937;18.5;H
2024-05-08;132672;16.38;H
2024-05-09;142398;12.11;H
2024-05-10;146314;13.89;H
2024-05-11;135934;13.84;SA
2024-05-12;144316;10.87;D
2024-05-13;170126;9.35;H
2024-05-14;176588;9.41;H
2024-05-15;174186;10.99;H
2024-05-16;164492;13.05;H
2024-05-17;169762;10.27;H
2024-05-18;162670;9.31;SA
2024-05-19;159578;8.89;D
2024-05-20;173831;11.89;H
2024-05-21;170272;13.56;H
2024-05-22;167798;11.69;H
2024-05-23;172637;11.97;H
2024-05-24;181295;8.64;H
2024-05-25;170118;6.37;F
2024-05-26;170357;8.29;D
2024-05-27;191198;8.82;H
2024-05-28;184224;10.06;H
2024-05-29;170133;12.7;H
2024-05-30;156898;13.77;H
2024-05-31;151589;13.42;H
2024-06-01;153000;17.25;SA
2024-06-02;153000;12.27;D
2024-06-03;177171;8.9;H
2024-06-04;183113;11.05;H
2024-06-05;169513;13.89;H
2024-06-06;149098;16.04;H
2024-06-07;138316;17.27;H
2024-06-08;120064;20.15;SA
2024-06-09;107129;21.7;D
2024-06-10;127937;16.15;H
2024-06-11;141094;15.24;H
2024-06-12;135927;18.41;H
2024-06-13;126111;24.15;H
2024-06-14;123427;19.35;H
2024-06-15;118371;15.96;SA
2024-06-16;118697;14.1;D
2024-06-17;128158;14.87;F
2024-06-18;137476;16.57;H
2024-06-19;136250;15.62;H
2024-06-20;134318;12.8;F
2024-06-21;130850;16.18;F
2024-06-22;122449;16.89;SA
2024-06-23;130702;12.62;D
2024-06-24;173423;9.01;H
2024-06-25;187203;8.57;H
2024-06-26;186054;10.05;H
2024-06-27;175370;13.15;H
2024-06-28;178837;10.3;H
2024-06-29;182465;6.28;SA
2024-06-30;175113;8.31;D
2024-07-01;179161;12.03;H
2024-07-02;171415;13.23;H
2024-07-03;180816;9.94;H
2024-07-04;191311;8;H
2024-07-05;201804;6.42;H
2024-07-06;191305;5.85;SA
2024-07-07;179001;7.73;D
2024-07-08;203869;5.32;H
2024-07-09;196366;3.9;F
2024-07-10;212245;4.5;H
2024-07-11;211497;5.67;H
2024-07-12;203970;7.12;H
2024-07-13;184020;6.78;SA
2024-07-14;175186;7.38;D
2024-07-15;190568;11.08;H
2024-07-16;183411;10.4;H
2024-07-17;188156;11.88;H
2024-07-18;155529;12.78;H
2024-07-19;165090;11.23;H
2024-07-20;171724;9.65;SA
2024-07-21;151703;12.08;D
2024-07-22;165956;12.46;H
2024-07-23;168733;12.47;H
2024-07-24;155993;16.9;H
2024-07-25;149423;15.02;H
2024-07-26;147719;13.41;H
2024-07-27;139277;13.08;SA
2024-07-28;146465;10.09;D
2024-07-29;181886;7.88;H
2024-07-30;188016;10.52;H
2024-07-31;170429;13.96;H
2024-08-01;141091;19.93;H
2024-08-02;125727;24.88;H
2024-08-03;113961;16.59;SA
2024-08-04;124512;12.96;D
2024-08-05;152112;14.39;H
2024-08-06;146022;16.75;H
2024-08-07;158155;11.72;H
2024-08-08;183752;8.09;H
2024-08-09;186144;8.01;H
2024-08-10;165825;10.92;SA
2024-08-11;148281;12.7;D
2024-08-12;177886;9.21;H
2024-08-13;169525;13.31;H
2024-08-14;157378;14.46;H
2024-08-15;147797;14.55;H
2024-08-16;164133;10.45;H
2024-08-17;145495;12.52;F
2024-08-18;138828;13.75;D
2024-08-19;166131;12.36;H
2024-08-20;186040;9.66;H
2024-08-21;180610;12.07;H
2024-08-22;187171;9.55;H
2024-08-23;183135;8.75;H
2024-08-24;166442;9.38;SA
2024-08-25;161628;8.57;D
2024-08-26;176049;8.88;H
2024-08-27;165222;12.21;H
2024-08-28;156322;13.19;H
2024-08-29;151531;14.26;H
2024-08-30;171095;11.8;H
2024-08-31;169150;11.27;SA
2024-09-01;154225;11.8;D
2024-09-02;159582;12.87;H
2024-09-03;146640;15.6;H
2024-09-04;142639;15.3;H
2024-09-05;146588;12.83;H
2024-09-06;140352;16.45;H
2024-09-07;119695;16.77;SA
2024-09-08;109918;16;D
2024-09-09;130851;16.21;H
2024-09-10;133383;16.14;H
2024-09-11;134299;14.9;H
2024-09-12;134703;14.62;H
2024-09-13;131465;15.83;H
2024-09-14;119761;14.78;SA
2024-09-15;114052;15.23;D
2024-09-16;125429;19.47;H
2024-09-17;124577;19.38;H
2024-09-18;124204;20.83;H
2024-09-19;123554;20.12;H
2024-09-20;122498;18.16;H
2024-09-21;110934;20.57;SA
2024-09-22;104054;19.41;D
2024-09-23;121824;16.7;H
2024-09-24;124921;17.28;H
2024-09-25;125245;17.23;H
2024-09-26;125608;15.83;H
2024-09-27;124033;15.66;H
2024-09-28;110394;19.95;SA
2024-09-29;103226;21.86;D
2024-09-30;125248;24.36;H
2024-10-01;122108;18.69;H
2024-10-02;122033;16.42;H
2024-10-03;122469;14.96;H
2024-10-04;121225;17.78;H
2024-10-05;109315;20.25;SA
2024-10-06;101754;18.68;D
2024-10-07;119729;18.75;H
2024-10-08;123241;17.55;H
2024-10-09;122867;17.12;H
2024-10-10;120861;18.59;H
2024-10-11;109088;22.34;F
2024-10-12;101869;19.08;F
2024-10-13;99822;18.48;D
2024-10-14;119130;18.48;H
2024-10-15;123724;20.51;H
2024-10-16;125679;20.48;H
2024-10-17;124815;20.71;H
2024-10-18;124235;21.05;H
2024-10-19;116096;22.9;SA
2024-10-20;112521;24.75;D
2024-10-21;154876;27.61;H
2024-10-22;149432;23.89;H
2024-10-23;131532;21.13;H
2024-10-24;125610;18.07;H
2024-10-25;121922;15.99;H
2024-10-26;109833;17.03;SA
2024-10-27;102482;21.07;D
2024-10-28;130054;24.43;H
2024-10-29;145088;25.85;H
2024-10-30;150205;25.48;H
2024-10-31;149792;24.03;H
2024-11-01;160335;25.9;H
2024-11-02;128755;22.81;SA
2024-11-03;107278;20;D
2024-11-04;125316;19.55;H
2024-11-05;126021;19.82;H
2024-11-06;129435;21.68;H
2024-11-07;128754;20.15;H
2024-11-08;127244;20.05;H
2024-11-09;122552;23.17;SA
2024-11-10;119640;23.88;D
2024-11-11;121607;18.22;H
2024-11-12;123358;18.63;H
2024-11-13;128531;21.48;H
2024-11-14;140139;24.44;H
2024-11-15;154030;26.47;H
2024-11-16;154623;27.79;SA
2024-11-17;111218;17.94;D
2024-11-18;105972;18.5;F
2024-11-19;120204;19.8;H
2024-11-20;129680;21.97;H
2024-11-21;133489;22.11;H
2024-11-22;137226;22.57;H
2024-11-23;128127;23.46;SA
2024-11-24;133973;26.13;D
2024-11-25;154871;24.56;H
2024-11-26;150976;23.68;H
2024-11-27;141820;22.25;H
2024-11-28;143682;22.89;H
2024-11-29;141038;23.1;H
2024-11-30;124782;21.85;SA
2024-12-01;108237;20.34;D
2024-12-02;120083;18.63;H
2024-12-03;120748;17.61;H
2024-12-04;128105;21.04;H
2024-12-05;146349;25.92;H
2024-12-06;143071;23.28;H
2024-12-07;110967;17.28;SA
2024-12-08;100295;17.58;F
2024-12-09;122420;20.05;H
2024-12-10;139671;23.58;H
2024-12-11;153485;24.49;H
2024-12-12;167429;26.68;H
2024-12-13;156166;24.14;H
2024-12-14;132153;23.4;SA
2024-12-15;115273;22.06;D
2024-12-16;133619;21.15;H
2024-12-17;145350;23.52;H
2024-12-18;153307;24.99;H
2024-12-19;155048;24.35;H
2024-12-20;152238;25.71;H
2024-12-21;116376;19.34;SA
2024-12-22;112209;22.25;D
2024-12-23;140687;25.61;H
2024-12-24;120026;21.73;H
2024-12-25;92291;18.39;F
2024-12-26;117185;21.2;H
2024-12-27;129177;22.93;H
2024-12-28;124611;22.52;SA
2024-12-29;116029;22.99;D
2024-12-30;136627;24.12;H
2024-12-31;136244;25.96;H
2025-01-01;134397;26.75;F
2025-01-02;148373;26.08;H
2025-01-03;135141;23.13;H
2025-01-04;121447;21.46;SA
2025-01-05;115525;22.23;D
2025-01-06;133816;23.15;H
2025-01-07;145155;24.58;H
2025-01-08;153589;25.6;H
2025-01-09;159571;26.61;H
2025-01-10;161716;26.2;H
2025-01-11;143792;25.44;SA
2025-01-12;136860;25.74;D
2025-01-13;165945;26.95;H
2025-01-14;175509;27.61;H
2025-01-15;185430;28.68;H
2025-01-16;198038;29.09;H
2025-01-17;189041;27.8;H
2025-01-18;154115;25.69;SA
2025-01-19;126101;23.2;D
2025-01-20;133374;22.71;H
2025-01-21;148092;25.02;H
2025-01-22;179252;29.5;H
2025-01-23;198984;29.58;H
2025-01-24;188388;28.07;H
2025-01-25;157796;27.25;SA
2025-01-26;148935;28.21;D
2025-01-27;172761;26.17;H
2025-01-28;175738;26.02;H
2025-01-29;175204;26.01;H
2025-01-30;177161;26.26;H
2025-01-31;173835;26.21;H
2025-02-01;166255;27.81;SA
2025-02-02;168671;29.41;D
2025-02-03;210466;31.24;H
2025-02-04;188976;27.1;H
2025-02-05;156861;23.44;H
2025-02-06;154205;24.1;H
2025-02-07;170453;26.99;H
2025-02-08;170349;28.53;SA
2025-02-09;144970;24.65;D
2025-02-10;197804;30.37;H
2025-02-11;159329;23.15;H
2025-02-12;143840;22.92;H
2025-02-13;148589;25;H
2025-02-14;144338;24.35;H
2025-02-15;132508;24.33;SA
2025-02-16;136768;25.89;D
2025-02-17;157381;25.73;H
2025-02-18;126136;18.42;H
2025-02-19;138170;22.68;H
2025-02-20;168059;27.45;H
2025-02-21;201948;30.24;H
2025-02-22;169279;26.48;SA
2025-02-23;164094;27.76;D
2025-02-24;163522;24.72;H
2025-02-25;156061;24.71;H
2025-02-26;154835;24.45;H
2025-02-27;156353;25.34;H
2025-02-28;165598;25.96;H
2025-03-01;142126;25;SA
2025-03-02;123767;23.2;D
2025-03-03;119565;23.48;F
2025-03-04;128019;24.63;F
2025-03-05;187506;29.7;H
2025-03-06;219323;31.05;H
2025-03-07;222216;30.95;H
2025-03-08;127855;20.25;SA
2025-03-09;102983;18.05;D
2025-03-10;121298;19.99;H
2025-03-11;123113;19.45;H
2025-03-12;120760;18.43;H
2025-03-13;120339;17.61;H
2025-03-14;120848;18.78;H
2025-03-15;111563;20.45;SA
2025-03-16;105719;22.29;D
2025-03-17;132448;24.13;H
2025-03-18;147562;24.72;H
2025-03-19;160828;26.53;H
2025-03-20;168459;26.89;H
2025-03-21;173587;27.33;H
2025-03-22;146256;25.37;SA
2025-03-23;114214;20.82;D
2025-03-24;112903;21.17;F
2025-03-25;126475;20.62;H
2025-03-26;131957;22.04;H
2025-03-27;147850;25.17;H
2025-03-28;142593;23.26;H
2025-03-29;123366;21.78;SA
2025-03-30;123858;24.44;D
2025-03-31;120959;17.35;H
2025-04-01;120481;16.95;H
2025-04-02;110220;19.56;F
2025-04-03;120412;17.38;H
2025-04-04;126847;12.33;H
2025-04-05;118145;15.17;SA
2025-04-06;107720;18.54;D
2025-04-07;124271;17.85;H
2025-04-08;127363;19.85;H
2025-04-09;124871;20.42;H
2025-04-10;121487;20.61;H
2025-04-11;125916;22.16;H
2025-04-12;113957;21.38;SA
2025-04-13;103429;17.7;D
2025-04-14;121731;17.1;H
2025-04-15;125378;18.44;H
2025-04-16;124994;17.39;H
2025-04-17;121703;17.18;SA
2025-04-18;109505;17.23;F
2025-04-19;111901;15.02;SA
2025-04-20;109466;14.29;D
2025-04-21;126493;16.49;H
2025-04-22;125621;20.19;H
2025-04-23;125637;21.82;H
2025-04-24;124693;19.5;H
2025-04-25;126104;21.99;H
2025-04-26;112232;17.7;SA
2025-04-27;109188;16.1;D
2025-04-28;126394;15.97;H
2025-04-29;129786;16.13;H
2025-04-30;126943;18.64;H
2025-05-01;107187;18.73;F
2025-05-02;116789;19.14;SA
2025-05-03;110891;18.71;SA
2025-05-04;105285;22.04;D
2025-05-05;124632;17.94;H
2025-05-06;127014;21.1;H
2025-05-07;126563;20.33;H
2025-05-08;127804;19.32;H
2025-05-09;125742;18.18;H
2025-05-10;114840;17.37;SA
2025-05-11;109537;16.33;D
2025-05-12;127099;17.11;H
2025-05-13;129831;17.96;H
2025-05-14;128029;20.73;H
2025-05-15;128439;21.86;H
2025-05-16;129817;20.16;H
2025-05-17;120852;18.85;SA
2025-05-18;115065;15.15;D
2025-05-19;148564;11.77;H
2025-05-20;159966;11.49;H
2025-05-21;159666;12.57;H
2025-05-22;161161;11.9;H
2025-05-23;158806;14.14;H
2025-05-24;135434;15.81;SA
2025-05-25;124885;15.43;F
2025-05-26;138980;17.97;H
2025-05-27;155749;14.63;H
2025-05-28;174935;10.12;H
2025-05-29;181289;8.83;H
2025-05-30;181197;10.6;H
2025-05-31;159168;12.03;SA
2025-06-01;154077;10.9;D
2025-06-02;169404;13.14;H
2025-06-03;168748;12.9;H
2025-06-04;163043;14.32;H
2025-06-05;165924;12.1;H
2025-06-06;167226;12.01;H
2025-06-07;154970;12.12;SA
2025-06-08;152677;11.46;D
2025-06-09;177077;9.82;H
2025-06-10;179910;10.38;H
2025-06-11;177517;12.57;H
2025-06-12;174838;14;H
2025-06-13;175334;13.25;H
2025-06-14;169516;11.51;SA
2025-06-15;160546;9.68;D
2025-06-16;170966;11.59;F
2025-06-17;182640;11.46;H
2025-06-18;188459;9.75;H
2025-06-19;181191;10.67;H
2025-06-20;163227;11.6;F
2025-06-21;161759;12.25;SA
2025-06-22;161272;11.55;D
2025-06-23;209759;7.05;H
2025-06-24;207450;9.03;H
2025-06-25;198380;10.81;H
2025-06-26;198757;8.67;H
2025-06-27;195681;9.12;H
2025-06-28;181200;9.22;SA
2025-06-29;185610;6.63;D
2025-06-30;221849;4.1;H
2025-07-01;227836;4.08;H
2025-07-02;224798;4.84;H
2025-07-03;215322;9.52;H
2025-07-04;196749;11.36;H
2025-07-05;172868;11.76;SA
2025-07-06;161795;12.4;D
2025-07-07;168590;14.46;H
2025-07-08;169902;12.28;H
2025-07-09;151625;13.65;F
2025-07-10;165684;13.2;H
2025-07-11;162503;13.59;H
2025-07-12;147476;13.23;SA
2025-07-13;139238;14.16;D
2025-07-14;165064;12.94;H
2025-07-15;153957;16.64;H
2025-07-16;164824;13.85;H
2025-07-17;190126;8.7;H
2025-07-18;182969;10.81;H
2025-07-19;159948;12.73;SA
2025-07-20;139816;14.52;D
2025-07-21;148515;15.55;H
2025-07-22;165347;11.74;H
2025-07-23;183422;9.26;H
2025-07-24;177943;11.67;H
2025-07-25;173585;12.85;H
2025-07-26;166501;10.06;SA
2025-07-27;166466;10.4;D
2025-07-28;174815;11.46;H
2025-07-29;175137;11.32;H
2025-07-30;164916;14.32;H
2025-07-31;157161;15.69;H
2025-08-01;150238;16.45;H
2025-08-02;131589;15.64;SA
2025-08-03;129474;13.68;D
2025-08-04;157729;12.44;H
2025-08-05;174397;9.78;H
2025-08-06;170055;12.55;H
2025-08-07;179202;10.27;H
2025-08-08;177334;9.75;H
2025-08-09;162100;9.69;SA
2025-08-10;147687;11.66;D
2025-08-11;159046;14.25;H
2025-08-12;151895;15.75;H
2025-08-13;160421;12.3;H
2025-08-14;173462;9.41;H
2025-08-15;180902;8.85;SA
2025-08-16;170824;11.12;SA
2025-08-17;149031;13.09;F
2025-08-18;161014;14.58;H
2025-08-19;168408;15.14;H
2025-08-20;163065;15.15;H
2025-08-21;152296;15.4;H
2025-08-22;147798;15.76;H
2025-08-23;145995;12.12;SA
2025-08-24;142728;12.67;D
2025-08-25;148892;15.16;H
2025-08-26;143237;14.72;H
2025-08-27;137759;16.3;H
2025-08-28;132895;16.61;H
2025-08-29;129216;17.98;H
2025-08-30;115422;18.89;SA
2025-08-31;115291;17.27;D
2025-09-01;145010;13.68;H
2025-09-02;165346;12.01;H
2025-09-03;157091;13.82;H
2025-09-04;170500;9.25;H
2025-09-05;172179;9.25;H
2025-09-06;154711;9.87;SA
2025-09-07;140659;12.59;D
2025-09-08;149880;15.16;H
2025-09-09;141542;16.37;H
2025-09-10;133034;18.6;H
2025-09-11;129965;17.4;H
2025-09-12;127856;16.35;H
2025-09-13;117408;16.43;SA
2025-09-14;106305;18.67;D
2025-09-15;124390;17.02;H
2025-09-16;127694;16.43;H
2025-09-17;126363;18.97;H
2025-09-18;125625;19.99;H
2025-09-19;128207;18.31;H
